label	volume	bbox_volume	sphericity	surface_area	convex_volume	num_pixels	area	area_bbox	area_convex	equivalent_diameter_area	euler_number	extent	feret_diameter_max	area_filled	axis_major_length	axis_minor_length	solidity
78	48115.0	254040	0.6600559684483931	9692.2294921875	86377.0	48115	48115.0	254040.0	86377.0	45.126046779925126	-1	0.1893993071957172	82.95782060782456	48115.0	64.931645563098	43.314180203168455	0.5570348588165831
79	3764.0	10080	0.8547532761622996	1369.0198974609375	4995.0	3764	3764.0	10080.0	4995.0	19.2996898923521	1	0.3734126984126984	38.600518131237564	3764.0	29.35011390262992	12.626224325005268	0.7535535535535536
80	14954.0	62181	0.6565398536658168	4470.896484375	25765.0	14954	14954.0	62181.0	25765.0	30.567007111492252	1	0.24049146845499428	66.70832032063167	14954.0	67.94185018392706	17.375117977991227	0.5803997671259461
81	76393.0	323476	0.6370266935567473	13667.703125	120196.0	76393	76393.0	323476.0	120196.0	52.64433543780496	0	0.23616280651423907	91.40568910084318	76393.0	77.5353876376504	43.54187225041414	0.6355702352823721
82	28003.0	97650	0.6611695120629969	6744.8818359375	49284.0	28003	28003.0	97650.0	49284.0	37.67633467453157	0	0.2867690732206861	76.77239087067694	28003.0	66.89747597055022	20.049151730120723	0.5681965749533318
83	444.0	1001	0.79182364445047	355.44927978515625	558.0	444	444.0	1001.0	558.0	9.46516340462475	1	0.4435564435564436	15.394804318340652	444.0	14.189752988603054	7.3525411871274	0.7956989247311828
84	235041.0	712656	0.7072527589073733	26041.853515625	339349.0	235041	235041.0	712656.0	339349.0	76.56818184134102	1	0.3298098942547316	137.23337786413333	235041.0	126.50469046673675	62.36252745112137	0.6926232285935718
85	3901.0	10692	0.8303859426120233	1443.18310546875	5672.0	3901	3901.0	10692.0	5672.0	19.53105828268109	1	0.36485222596333705	47.138094997570704	3901.0	50.39531585794486	8.728976417652058	0.6877644569816643
86	675.0	1755	0.7774498345726097	478.64581298828125	818.0	675	675.0	1755.0	818.0	10.883495035793427	1	0.38461538461538464	18.841443681416774	675.0	18.394761744787868	7.953548355693255	0.8251833740831296
87	439157.0	1333000	0.7729050837025472	36149.68359375	606674.0	439157	439157.0	1333000.0	606674.0	94.30623260493944	-1	0.32945011252813206	163.2115192013113	439157.0	130.12684523068535	83.33881570000524	0.7238764146807016
88	240030.0	940992	0.7028363513639077	26575.01953125	374700.0	240030	240030.0	940992.0	374700.0	77.10614090444933	-3	0.25508187104672514	175.31685600648902	240030.0	163.53488766726778	49.351386447398525	0.6405924739791834
89	42530.0	129387	0.8169853570558502	7212.18359375	52075.0	42530	42530.0	129387.0	52075.0	43.30774658080899	1	0.3287038110474777	66.76076692189807	42530.0	55.811897819304896	38.05092189177282	0.8167066730676908
90	11748.0	39008	0.7088184039041152	3525.80615234375	18051.0	11748	11748.0	39008.0	18051.0	28.20471864826748	1	0.30116899097621	55.50675634551167	11748.0	57.78844066367418	12.081075223923907	0.6508226691042047
91	162404.0	469469	0.7283227971014822	19764.751953125	232218.0	162404	162404.0	469469.0	232218.0	67.69127585041292	-1	0.34593125424681925	109.11003620199197	162404.0	96.5685452064295	58.40502780124171	0.6993600840589446
92	16057.0	52923	0.7932913428825841	3879.9638671875	20857.0	16057	16057.0	52923.0	20857.0	31.30078732269453	1	0.30340305727188555	62.69768735766894	16057.0	49.46696048016129	22.973599586176547	0.7698614374071056
93	30118.0	120267	0.682928049529914	6854.77587890625	51527.0	30118	30118.0	120267.0	51527.0	38.601943335205505	1	0.25042613518255213	84.3682404699778	30118.0	74.77176883968701	21.24599434393074	0.5845090923205309
94	24383.0	108528	0.7306530035729091	5565.4169921875	35558.0	24383	24383.0	108528.0	35558.0	35.97737769276359	1	0.22467013121037888	75.43208866258443	24383.0	72.76200478601022	21.64493311243765	0.6857247314247146
95	116081.0	483588	0.693768870381372	16587.33984375	182497.0	116081	116081.0	483588.0	182497.0	60.523054700781785	-1	0.2400411093740953	113.16359838746733	116081.0	93.18168459406405	49.068809984530155	0.6360707299298071
96	5682.0	15147	0.7932121476481622	1941.3131103515625	7923.0	5682	5682.0	15147.0	7923.0	22.13948609192515	1	0.3751237868884928	38.28837943815329	5682.0	29.213330588556413	18.223902182776182	0.7171525937145021
97	6765.0	19380	0.8191713940449856	2111.646484375	8186.0	6765	6765.0	19380.0	8186.0	23.465135129414033	1	0.34907120743034054	47.89572005931219	6765.0	40.75560840343289	13.887828318503054	0.8264109455167359
98	58388.0	197540	0.8029088121382607	9064.982421875	77261.0	58388	58388.0	197540.0	77261.0	48.13285903393135	1	0.29557557962944214	83.48053665376139	58388.0	79.56424832349006	32.68385864674414	0.7557241040110794
99	35388.0	141120	0.6124247536983578	8511.4208984375	64662.0	35388	35388.0	141120.0	64662.0	40.73356914978874	1	0.25076530612244896	98.19877799647	35388.0	97.26197722436605	17.779887279999855	0.5472766075902384
100	2847.0	11968	0.6488220723676185	1497.212646484375	4354.0	2847	2847.0	11968.0	4354.0	17.58448343577881	1	0.23788435828877005	36.61966684720111	2847.0	34.47567714740616	12.051693842225287	0.653881488286633
101	1532.0	4114	0.9305090781873476	690.6680297851562	2103.0	1532	1532.0	4114.0	2103.0	14.302766468534067	1	0.3723869713174526	26.019223662515376	1532.0	26.049347416534136	10.443812574739367	0.7284831193533048
102	736831.0	2759900	0.663303158465585	59477.21875	1183780.0	736831	736831.0	2759900.0	1183780.0	112.06149764851004	-4	0.26697742671835933	207.55240302150202	736831.0	163.58794952895985	95.9658402786362	0.6224391356502053
103	687.0	930	1.4601987114128576	257.85565185546875	742.0	687	687.0	930.0	742.0	10.947611360436708	1	0.7387096774193549	31.54362059117501	687.0	37.188457204259755	5.504160394025978	0.9258760107816711
104	375.0	1040	0.6614619546378157	380.1894836425781	494.0	375	375.0	1040.0	494.0	8.947002289396494	1	0.3605769230769231	18.138357147217054	375.0	17.27258865051467	4.072558140009747	0.7591093117408907
105	1454319.0	4748544	0.7986508105942026	77726.1171875	1972827.0	1454319	1454319.0	4748544.0	1972827.0	140.56817893366656	-7	0.30626629973313924	239.69355435639065	1454319.0	206.22843091735066	96.98799959454075	0.7371751299024192
106	1541.0	6480	0.6844500438737642	942.63623046875	2190.0	1541	1541.0	6480.0	2190.0	14.330719829161511	1	0.23780864197530865	27.09243436828813	1541.0	21.80168547310409	10.349624685340498	0.7036529680365297
107	43450.0	147840	0.7080464611005384	8441.4208984375	70045.0	43450	43450.0	147840.0	70045.0	43.61779625334049	1	0.29389880952380953	73.02739212103907	43450.0	73.08700172887157	32.95601810847442	0.6203155114569205
108	594.0	2052	0.6172249184430603	553.6453247070312	1048.0	594	594.0	2052.0	1048.0	10.429478845748973	0	0.2894736842105263	21.6794833886788	594.0	24.62369062576688	5.526298486433563	0.566793893129771
109	22903.0	138414	0.6389963663241234	6103.52392578125	41134.0	22903	22903.0	138414.0	41134.0	35.234213661886194	-2	0.16546736601788836	64.82283548256741	22903.0	54.203890308433095	35.02582693618168	0.5567900034035105
110	5009.0	29016	0.49479440731868823	2861.27783203125	12703.0	5009	5009.0	29016.0	12703.0	21.22841014193715	1	0.17262889440308796	65.1766829472013	5009.0	74.48058815309017	8.964934992121558	0.3943163032354562
111	1255.0	5100	0.5457966049025463	1030.898193359375	2181.0	1255	1255.0	5100.0	2181.0	13.382842529865085	1	0.246078431372549	34.26368339802363	1255.0	36.18631578256125	4.157915203569887	0.5754241173773499
112	3344.0	14800	0.5916220594175396	1827.892333984375	5700.0	3344	3344.0	14800.0	5700.0	18.553359031538136	1	0.22594594594594594	41.10960958218893	3344.0	41.78286981350529	9.413772262892454	0.5866666666666667
113	409519.0	1015000	0.7765893374050444	34340.66796875	571089.0	409519	409519.0	1015000.0	571089.0	92.13510700760087	0	0.4034669950738916	165.35114151405185	409519.0	147.7297655933682	54.38480450096988	0.7170843773912647
114	170610.0	502320	0.7859102089623279	18928.412109375	234957.0	170610	170610.0	502320.0	234957.0	68.81270343066952	1	0.3396440516005733	110.98648566379602	170610.0	95.15013510355521	57.53313861816035	0.7261328668650008
115	4164.0	13776	0.6937022587632454	1804.339111328125	6140.0	4164	4164.0	13776.0	6140.0	19.960467072548983	1	0.30226480836236935	43.37049688440288	4164.0	44.19412063756331	10.229476508377623	0.6781758957654723
116	2594.0	5040	0.9170107692678016	995.6109619140625	3160.0	2594	2594.0	5040.0	3160.0	17.04735937016683	1	0.5146825396825396	26.324893162176366	2594.0	23.004291310024353	14.528883393893121	0.8208860759493671
117	31527.0	127050	0.7124454519857072	6774.1416015625	49603.0	31527	31527.0	127050.0	49603.0	39.194759878973855	1	0.24814639905548996	72.44998274671983	31527.0	56.7774676028166	33.0804081556073	0.6355865572646816
118	27851.0	109890	0.6476394982384265	6860.85107421875	42730.0	27851	27851.0	109890.0	42730.0	37.60804204033561	1	0.25344435344435345	75.35250493513803	27851.0	54.33226166872662	30.1129510497006	0.6517903112567283
119	114584.0	263952	0.7981716748669031	14293.4521484375	145571.0	114584	114584.0	263952.0	145571.0	60.26175639834427	-1	0.4341092319815724	97.63708311906906	114584.0	90.2198555775502	37.07712595437643	0.7871348002005895
120	2717.0	7280	0.7231380288228547	1302.135009765625	4192.0	2717	2717.0	7280.0	4192.0	17.312654895413036	1	0.3732142857142857	31.921779399024736	2717.0	30.154880952620825	13.190616404673849	0.6481393129770993
121	40172.0	104544	0.7725327472515984	7342.59423828125	55387.0	40172	40172.0	104544.0	55387.0	42.49210805925629	1	0.38425925925925924	72.31873892705818	40172.0	67.6030112703269	30.36638421513516	0.7252965497318865
122	120871.0	558333	0.653678106191974	18085.68359375	215517.0	120871	120871.0	558333.0	215517.0	61.344339907222995	-1	0.2164855023794044	126.8818347912734	120871.0	103.78776759849282	44.20883764909803	0.5608420681431163
123	31225.0	171185	0.5545149581274769	8647.8037109375	55125.0	31225	31225.0	171185.0	55125.0	39.06920807438281	0	0.1824050004381225	75.8485332752058	31225.0	67.43263679152581	21.839856684120676	0.5664399092970521
124	38875.0	139490	0.7994744485437278	6941.603515625	54227.0	38875	38875.0	139490.0	54227.0	42.02979385469123	1	0.27869381317657177	81.25269226308751	38875.0	77.07703031073967	24.789366997946615	0.7168937982923635
125	2653.0	6264	0.6993827820239749	1325.13671875	4612.0	2653	2653.0	6264.0	4612.0	17.17563790961561	1	0.42353128991060024	36.61966684720111	2653.0	34.903572443758364	8.22118018743375	0.5752385082393755
